"baker_name","series","episode","result","technical","signature_bake","show_stopper","baker_age","baker_occupation","hometown"
"Nancy Birtwhistle",5,5,"IN",4,"Chocolate Crusted Passion Fruit Tart","Trio of Apple Pies",60,"Retired Practice Manager","Barton-upon-Humber, Lincolnshire"
"Nancy Birtwhistle",5,6,"IN",1,"Rum Punch Savarin with Coconut Cream and Tropical Fruits","Chocolate and Caramel Dobos Torte",60,"Retired Practice Manager","Barton-upon-Humber, Lincolnshire"
"Nancy Birtwhistle",5,7,"IN",2,"Spicy Duck Pasties","Smoked Salmon and Horseradish & Raspberry Ripple Éclairs",60,"Retired Practice Manager","Barton-upon-Humber, Lincolnshire"
"Nancy Birtwhistle",5,8,"IN",3,"Lincolnshire Plum Braid","Doughnut Family Tree
(Limoncello and Almond & Milk Chocolate and Orange)",60,"Retired Practice Manager","Barton-upon-Humber, Lincolnshire"
"Nancy Birtwhistle",5,9,"IN",3,"Coffee and Chocolate BaklavaBreakfast Baklava","Raspberry NonnettesLime and Passion Fruit Entremets",60,"Retired Practice Manager","Barton-upon-Humber, Lincolnshire"
"Nancy Birtwhistle",5,10,"WINNER",1,"Apple and Lemon KitesRaspberry and Almond Croissants","Red Windmill",60,"Retired Practice Manager","Barton-upon-Humber, Lincolnshire"
"Norman Calder",5,1,"IN",11,"Black Forest Swiss Roll","Almond and Raspberry Mini Cakes",66,"Retired Naval Officer","Portknockie, Moray"
"Norman Calder",5,2,"IN",10,"Farthing Biscuits","Zulu Boats at Dawn",66,"Retired Naval Officer","Portknockie, Moray"
"Norman Calder",5,3,"IN",4,"Rye Bread Rolls","Chicken and Roasted Vegetable Picnic Loaf",66,"Retired Naval Officer","Portknockie, Moray"
"Norman Calder",5,4,"IN",8,"Mini Sticky Toffee Puddings","Baked Alaska with Strawberry Surprise",66,"Retired Naval Officer","Portknockie, Moray"
"Norman Calder",5,5,"OUT",5,"Tarte au Citron","Pieful Tower",66,"Retired Naval Officer","Portknockie, Moray"
"Richard Burr",5,1,"IN",10,"Pistachio and Strawberry Swiss Roll","Miniature Coffee & Walnut Cakes",38,"Builder","Mill Hill, London"
"Richard Burr",5,2,"STAR BAKER",1,"Rosemary Seeded Crackers","Pirates!",38,"Builder","Mill Hill, London"
"Richard Burr",5,3,"IN",6,"Rye and Cranberry Rolls","Pesto Pinwheel",38,"Builder","Mill Hill, London"
"Richard Burr",5,4,"STAR BAKER",5,"Black Forest Chocolate Fondants","Tiramisu Baked Alaska",38,"Builder","Mill Hill, London"
"Richard Burr",5,5,"IN",7,"Fig and Orange Tart","Three Course Autumn Pie Feast",38,"Builder","Mill Hill, London"
"Richard Burr",5,6,"IN",5,"Fruity Guglhupf with an Orange Glaze","Sugar Forest Dobos Torte",38,"Builder","Mill Hill, London"
"Richard Burr",5,7,"STAR BAKER",1,"Minted Lamb Pasties","Stair of Éclairs
(Lavender and Blueberry & Rose and Raspberry Éclairs)",38,"Builder","Mill Hill, London"
"Richard Burr",5,8,"STAR BAKER",4,"Fruit Swedish Tea Ring","Rhubarb and Custard and Toffee Apple Doughnuts",38,"Builder","Mill Hill, London"
"Richard Burr",5,9,"STAR BAKER",2,"Rose and Pistachio BaklavaWalnut and Almond Baklava","Hazelnut Mocha EntremetsPink Grapefruit Entremets",38,"Builder","Mill Hill, London"
"Richard Burr",5,10,"Runner-up",3,"Pear Pain au ChocolatPain Au Lait","Mill on the Hill",38,"Builder","Mill Hill, London"
"Alvin Magallanes",6,1,"IN",2,"Orange Vanilla and Fig Madeira Cake","Black Forest Gâteau",37,"Nurse","Bracknell, Berkshire"
"Alvin Magallanes",6,2,"IN",6,"Jackfruit, Pistachio and Macadamia Biscotti","Gingerbread Box filled with Brandy Snaps",37,"Nurse","Bracknell, Berkshire"
"Alvin Magallanes",6,3,"IN",4,"Prosciutto, Manchego and Balsamic Onion Soda Breads","Cornucopia",37,"Nurse","Bracknell, Berkshire"
"Alvin Magallanes",6,4,"IN",9,"Blackberry Crème Brûlées","Tower of Fruits Cheesecakes",37,"Nurse","Bracknell, Berkshire"
"Alvin Magallanes",6,5,"IN",8,"Pineapple Upside Down Cake","Buko Pandan, Mango and Passion Fruit Ice Cream Roll",37,"Nurse","Bracknell, Berkshire"
"Alvin Magallanes",6,6,"OUT",6,"Plum Frangipane Tart","Smoked Salmon En Croûte and Vermouth Chicken à la King Vol-au-vents",37,"Nurse","Bracknell, Berkshire"
"Dorret Conway",6,1,"IN",5,"Madeira Cake with Candied Lemons","Enchanted Forest Gâteau",53,"Accountant","Penwortham, Lancashire"
"Dorret Conway",6,2,"IN",1,"Almond and Apricot Biscotti with Amber Sugar Crystals","Box of Frogs",53,"Accountant","Penwortham, Lancashire"
"Dorret Conway",6,3,"OUT",6,"Walnut and Stilton Soda Breads","Unmade Bread",53,"Accountant","Penwortham, Lancashire"
"Flora Shedden",6,1,"IN",6,"Blood Orange Madeira Cake","Black Forest Gâteau",19,"Art gallery assistant","Dunkeld, Perth and Kinross"
"Flora Shedden",6,2,"IN",2,"Wedding Biscotti","Honey and Earl Grey Tea Box",19,"Art gallery assistant","Dunkeld, Perth and Kinross"
"Flora Shedden",6,3,"IN",2,"Fig and Hazelnut Rye Breads","Herb Couture",19,"Art gallery assistant","Dunkeld, Perth and Kinross"
"Flora Shedden",6,4,"IN",3,"Rhubarb and Ginger Crème Brûlées","Elderflower and Granola Cheesecakes",19,"Art gallery assistant","Dunkeld, Perth and Kinross"
"Flora Shedden",6,5,"IN",3,"Pistachio, Apple and Cardamom Madeleine Cake","Chocolate and Pear Bûche",19,"Art gallery assistant","Dunkeld, Perth and Kinross"
"Flora Shedden",6,6,"IN",2,"Apricot and Rosemary Frangipane Tart","Asparagus and Parma Ham and Praline and Chocolate Vol-au-vents",19,"Art gallery assistant","Dunkeld, Perth and Kinross"
"Flora Shedden",6,7,"IN",4,"Game Pie with Shallot and Apple Chutney","Raspberry, Pomegranate and Champagne Charlotte Russe",19,"Art gallery assistant","Dunkeld, Perth and Kinross"
"Flora Shedden",6,8,"IN",3,"Peach & Lemon Thyme and Smoked Almond & Butterscotch Cream Horns","Lime & Basil and Coconut & White Chocolate Religieuse à l'ancienne",19,"Art gallery assistant","Dunkeld, Perth and Kinross"
"Flora Shedden",6,9,"OUT",1,"Passion Fruit and Chocolate Tart","Cocoa Carousel",19,"Art gallery assistant","Dunkeld, Perth and Kinross"
"Ian Cumming",6,1,"IN",8,"Somewhere West of Madeira Cake","Black Forest Cherry Tree",41,"Travel photographer","Great Wilbraham, Cambridgeshire"
"Ian Cumming",6,2,"STAR BAKER",3,"Orange, Rosemary and Almond Biscotti","Sandwich de la Confiture",41,"Travel photographer","Great Wilbraham, Cambridgeshire"
"Ian Cumming",6,3,"STAR BAKER",1,"Wild Garlic Pesto Soda Breads","Flour Power",41,"Travel photographer","Great Wilbraham, Cambridgeshire"
"Ian Cumming",6,4,"STAR BAKER",4,"Pomegranate Two Ways Crème Brûlées","Trio of Spicy and Herby Baked Cheesecakes",41,"Travel photographer","Great Wilbraham, Cambridgeshire"
"Ian Cumming",6,5,"IN",5,"Honey and Flowers Cake","Dessert Island",41,"Travel photographer","Great Wilbraham, Cambridgeshire"
"Ian Cumming",6,6,"IN",3,"Pear and Raspberry Frangipane Tart","vol-au-vents Terre et Mer",41,"Travel photographer","Great Wilbraham, Cambridgeshire"
"Ian Cumming",6,7,"IN",5,"Roadkill Pie","Victoria's Crown Charlotte Russe",41,"Travel photographer","Great Wilbraham, Cambridgeshire"
"Ian Cumming",6,8,"IN",2,"Mont Blanc & Black Forest Gâteau Horns","Nun with Hidden Passions",41,"Travel photographer","Great Wilbraham, Cambridgeshire"
"Ian Cumming",6,9,"IN",3,"Chocolate and Bay Tart","Chocolate Well",41,"Travel photographer","Great Wilbraham, Cambridgeshire"
"Ian Cumming",6,10,"Runner-up",2,"Elderflower and Lemon & Spiced Buns","Colossal Curvy Carrot Cake",41,"Travel photographer","Great Wilbraham, Cambridgeshire"
"Marie Campbell",6,1,"STAR BAKER",3,"Zingy Citrus Madeira Cake","A Walk in the Black Forest",66,"Retired","Auchterarder, Perthshire"
"Marie Campbell",6,2,"OUT",11,"Biscotti Italiano","Russian Box",66,"Retired","Auchterarder, Perthshire"
"Mat Riley",6,1,"IN",7,"Gin and Tonic Madeira Cake","Black Forest Gateau",37,"Fire fighter","London"
"Mat Riley",6,2,"IN",5,"Pistachio, Cranberry and White Chocolate Biscotti","Gingerbread Fire Engine",37,"Fire fighter","London"
"Mat Riley",6,3,"IN",8,"Jalapeño, Mexican Cheddar and Smoked Salt Soda Breads","Curry Inspired Brighton Pavilion",37,"Fire fighter","London"
"Mat Riley",6,4,"IN",7,"Coconut Crème Brûlées","Chocolate Bar Cheesecakes",37,"Fire fighter","London"
"Mat Riley",6,5,"IN",4,"Sugar Free Carrot Cake","Raspberry and Coconut Ice Cream Roll",37,"Fire fighter","London"
"Mat Riley",6,6,"STAR BAKER",1,"Piña Colada Frangipane Tart","His 'n' Hers Vol-au-vents",37,"Fire fighter","London"
"Mat Riley",6,7,"OUT",6,"Raised Venison and Pigeon Pie","Strawberry Charlotte Russe",37,"Fire fighter","London"
"Nadiya Hussain",6,1,"IN",12,"Orange and Green Cardamom Madeira Cake","Quadruple Chocolate Black Forest Gâteau",30,"Full-time mother","Leeds / Luton"
"Nadiya Hussain",6,2,"IN",9,"Coconut, Fennel and Pistachio Biscotti","Box of Fortunes",30,"Full-time mother","Leeds / Luton"
"Nadiya Hussain",6,3,"IN",9,"Mexican Bread with Warm Tomato Salsa","Snake Charmer's Basket",30,"Full-time mother","Leeds / Luton"
"Nadiya Hussain",6,4,"IN",8,"Cinnamon Tea Crème Brûlées","Fizzy Pop Cheesecakes",30,"Full-time mother","Leeds / Luton"
"Nadiya Hussain",6,5,"STAR BAKER",1,"Naked Blueberry and Caraway Crunch Cake","Chocolate and Strawberry Lime Ice Cream Roll",30,"Full-time mother","Leeds / Luton"
"Nadiya Hussain",6,6,"IN",4,"Bay Leaf, Rong Tea and Pear Tart","Bengali Korma and Clementine with Cod Vol-au-vents",30,"Full-time mother","Leeds / Luton"
"Nadiya Hussain",6,7,"IN",1,"Aromatic Raised Game Pie","Mango and Raspberry Charlotte Russe",30,"Full-time mother","Leeds / Luton"
"Nadiya Hussain",6,8,"STAR BAKER",1,"Rose Pistachio and Mocha Hazelnut Horns","Bubble Gum and Peppermint Cream Religieuse à l'ancienne",30,"Full-time mother","Leeds / Luton"
"Nadiya Hussain",6,9,"STAR BAKER",4,"Peanut Salted Caramel and Chocolate Tart","Peacock in Nan's Door",30,"Full-time mother","Leeds / Luton"
"Nadiya Hussain",6,10,"WINNER",1,"Cardamom and Almond Buns & Nutmeg and Sour Cherry Fingers","My Big Fat British Wedding Cake",30,"Full-time mother","Leeds / Luton"
"Paul Jagger",6,1,"IN",10,"Lemon, Ginger and Caraway Seed Madeira Cake","Black Forest Chocolate Creation",49,"Prison governor","Swansea, Wales"
"Paul Jagger",6,2,"IN",10,"Chocolate, Hazelnut and Fig Biscotti","Memory Box",49,"Prison governor","Swansea, Wales"
"Paul Jagger",6,3,"IN",10,"Cranberry and Orange Sweet Soda Breads","King of the Jungle",49,"Prison governor","Swansea, Wales"
"Paul Jagger",6,4,"IN",1,"Almond Crème Brûlées","Berry Cheesecake Tower",49,"Prison governor","Swansea, Wales"
"Paul Jagger",6,5,"IN",2,"Carrot & Pecan Cake","Dessert Island Getaway",49,"Prison governor","Swansea, Wales"
"Paul Jagger",6,6,"IN",5,"Christmas Frangipane Tart","Savoury and Sweet Bouchées",49,"Prison governor","Swansea, Wales"
"Paul Jagger",6,7,"IN",2,"Not a Boaring Pie","Charlotte Rose",49,"Prison governor","Swansea, Wales"
"Paul Jagger",6,8,"OUT",5,"Café Tipple & Banana Crunch-away Horns","Religieuse à l'ancienne",49,"Prison governor","Swansea, Wales"
"Sandy Docherty",6,1,"IN",9,"Madeira Cake with Almond Liqueur and Chopped Apricots","Black Forest Gâteau",49,"Child welfare officer","Yeadon, West Yorkshire"
"Sandy Docherty",6,2,"IN",4,"Chocolate Chunk and Hazelnut Biscotti","Sundried Tomato Cheese Biscuit Box",49,"Child welfare officer","Yeadon, West Yorkshire"
"Sandy Docherty",6,3,"IN",7,"Soda Breads with Smoked Bacon and Onion","Basket of Bread Flowers with a Walnut and Blue Cheese Centre",49,"Child welfare officer","Yeadon, West Yorkshire"
"Sandy Docherty",6,4,"OUT",6,"Pontefract Crème Brûlées","Cassata, Whisky and Orange & Apple Pie Cheesecakes",49,"Child welfare officer","Yeadon, West Yorkshire"
"Stu Henshall",6,1,"OUT",11,"Marley Madeira Cake","Purple Forest Gâteau",35,"Professional musician","Guildford, Surrey"
"Tamal Ray",6,1,"IN",4,"Pistachio and Rose Madeira Cake","Black Forest Gâteau in a Chocolate Shell",29,"Trainee anaesthetist","Manchester"
"Tamal Ray",6,2,"IN",8,"Cinnamon, Maple and Cranberry Biscotti","Chessboard Box",29,"Trainee anaesthetist","Manchester"
"Tamal Ray",6,3,"IN",3,"Fig, Cheese and Walnut Breads","Breadcycle",29,"Trainee anaesthetist","Manchester"
"Tamal Ray",6,4,"IN",5,"Rhubarb and Ginger Crème Brûlées","Mango, Hazelnut and Rosemary Cheesecake Trio",29,"Trainee anaesthetist","Manchester"
"Tamal Ray",6,5,"IN",7,"Honey and Grapefruit Polenta Cake","Passion Fruit and Pineapple Ice Cream Roll",29,"Trainee anaesthetist","Manchester"
"Tamal Ray",6,6,"IN",7,"Spiced Pear Frangipane Tart","Fennel and Rosemary Pulled Pork and Chicken and Coriander vol-au-vents",29,"Trainee anaesthetist","Manchester"
"Tamal Ray",6,7,"STAR BAKER",3,"Middle Eastern Game Pie","Spiced Blackberry, Raspberry and Cardamom Charlotte Russe",29,"Trainee anaesthetist","Manchester"
"Tamal Ray",6,8,"IN",4,"Lime & Mascarpone and Malt Cream Horns","Passionfruit & Mango and Pistachio & Raspberry Religieuse à l'ancienne",29,"Trainee anaesthetist","Manchester"
"Tamal Ray",6,9,"IN",2,"Chocolate New York Pie","Chocolate Bell Tower",29,"Trainee anaesthetist","Manchester"
"Tamal Ray",6,10,"Runner-up",3,"Cinnamon and Apple & Toffee and Marmalade Iced Buns","Sticky Toffee Pudding Cake",29,"Trainee anaesthetist","Manchester"
"Ugnė Bubnaityte",6,1,"IN",1,"Lemon and Thyme Madeira Cake","Falling Cup Gâteau",32,"PA and administrator","Woodford, London / Vilkaviškis, Lithuania"
"Ugnė Bubnaityte",6,2,"IN",7,"White Wine Biscotti","Baby Climbing into the Cookie Box",32,"PA and administrator","Woodford, London / Vilkaviškis, Lithuania"
"Ugnė Bubnaityte",6,3,"IN",5,"Chocolate Quick Breads with Salted Caramel Sauce","Easter Basket",32,"PA and administrator","Woodford, London / Vilkaviškis, Lithuania"
"Ugnė Bubnaityte",6,4,"IN",2,"Marula Fruit and Coffee Liqueur Crème Brûlées","Lime, Coconut and Hazelnut Cheesecakes",32,"PA and administrator","Woodford, London / Vilkaviškis, Lithuania"
"Ugnė Bubnaityte",6,5,"OUT",6,"Chocolate and Hazelnut Sugar-Free Cake","Chocolate, Peanut Butter and Grape Jam Roll",32,"PA and administrator","Woodford, London / Vilkaviškis, Lithuania"
"Andrew Smyth",7,1,"IN",12,"Lemon and Rosemary Drizzle Cake","'Ultimate Indulgence' Mirror Glaze Cake",25,"Aerospace engineer","Derby / Holywood, County Down"
"Andrew Smyth",7,2,"IN",4,"Beehive Biscuits","Punting in Cambridge",25,"Aerospace engineer","Derby / Holywood, County Down"
"Andrew Smyth",7,3,"IN",2,"Chocolate Barmbrack Bread","Braided Harvest Bread Basket",25,"Aerospace engineer","Derby / Holywood, County Down"
"Andrew Smyth",7,4,"IN",4,"Yorkshire 'Tapas' Puddings","Churros Window Box",25,"Aerospace engineer","Derby / Holywood, County Down"
"Andrew Smyth",7,5,"IN",6,"Mum and Dad's Breakfast Pastries","Spicy Chorizo Squash Parcels and Baklava Bites",25,"Aerospace engineer","Derby / Holywood, County Down"
"Andrew Smyth",7,6,"IN",6,"Tangy Lime and Ginger Meringue Pie","Spring Elderflower Trio",25,"Aerospace engineer","Derby / Holywood, County Down"
"Andrew Smyth",7,7,"STAR BAKER",1,"Tropical Holiday Roulade","Childhood Ice Cream Mousse Cakes",25,"Aerospace engineer","Derby / Holywood, County Down"
"Andrew Smyth",7,8,"IN",2,"Da Vinci Inspired Geared Pies","Jousting Knights Marchpane",25,"Aerospace engineer","Derby / Holywood, County Down"
"Andrew Smyth",7,9,"STAR BAKER",2,"Cheesy Elephant Ears and Herby Treble Clefs","Philharmonic Fondants",25,"Aerospace engineer","Derby / Holywood, County Down"
"Andrew Smyth",7,10,"Runner-up",1,"Crunchy Caramel Cassis Crown","Family and Friends' Favourites Picnic",25,"Aerospace engineer","Derby / Holywood, County Down"
"Benjamina Ebuehi",7,1,"IN",6,"Pistachio, Cardamom and Lemon Drizzle Cake","White Chocolate Mirror Glaze with Salted Praline Buttercream",23,"Teaching assistant","South London"
"Benjamina Ebuehi",7,2,"IN",3,"Bouquet Biscuits","New York, New York",23,"Teaching assistant","South London"
"Benjamina Ebuehi",7,3,"IN",6,"Chocolate, Tahini and Almond Babka","Braided Bread Heart",23,"Teaching assistant","South London"
"Benjamina Ebuehi",7,4,"STAR BAKER",1,"Red Onion Chutney, Brie and Bacon Yorkshire Puddings","Tropical Churros",23,"Teaching assistant","South London"
"Benjamina Ebuehi",7,5,"IN",5,"'Good Morning America' Swirls and Peanut Butter and Banana Pinwheels","Plantain and Spinach Samosas and Chai Pear Cups",23,"Teaching assistant","South London"
"Benjamina Ebuehi",7,6,"IN",2,"Grapefruit and Ginger Meringue Pie","Floral Tea Cake",23,"Teaching assistant","South London"
"Benjamina Ebuehi",7,7,"IN",3,"Piña Colada Roulade","Apple Crumble Mousse Cake and Chocolate Coffee Mousse Cake",23,"Teaching assistant","South London"
"Benjamina Ebuehi",7,8,"OUT",4,"Mexican Adventure","Tudor Garden",23,"Teaching assistant","South London"
"Candice Brown",7,1,"IN",5,"Raspberry and Rhubarb Drizzle Custard Bundt Cake","Mirror Mirror On The Wall, Who Is The Shiniest Cake Of Them All?",31,"PE teacher","Barton-Le-Clay, Bedfordshire"
"Candice Brown",7,2,"STAR BAKER",8,"Salted Caramel, Chocolate Iced Shiny Hearts","Gingerbread Pub with Sticky Ginger Carpet",31,"PE teacher","Barton-Le-Clay, Bedfordshire"
"Candice Brown",7,3,"IN",3,"Chocolate, Salted Caramel & Pecan Brittle Brioche Loaf","Italian Light and Dark Rye Twist",31,"PE teacher","Barton-Le-Clay, Bedfordshire"
"Candice Brown",7,4,"IN",2,"Yorkshire Wellingtons","Two-Way Peanut Butter Churros",31,"PE teacher","Barton-Le-Clay, Bedfordshire"
"Candice Brown",7,5,"STAR BAKER",2,"Danish Pastry Croque Monsieur Kites and Cinnamon Apple, Vanilla Crème Rose Danish","Sausage, Black Pudding and Apple Rounds and Banoffee Whiskey Cups",31,"PE teacher","Barton-Le-Clay, Bedfordshire"
"Candice Brown",7,6,"IN",5,"Lime, Coconut and Lemongrass Sugar Meringue Pie","Four Seasons Cake",31,"PE teacher","Barton-Le-Clay, Bedfordshire"
"Candice Brown",7,7,"IN",2,"Crowd Pleaser Roulade","Blackberry and Raspberry Bubbles and After Dinner Mousse",31,"PE teacher","Barton-Le-Clay, Bedfordshire"
"Candice Brown",7,8,"STAR BAKER",1,"Cheesy Cheeky Fish Pies","Peacock",31,"PE teacher","Barton-Le-Clay, Bedfordshire"
"Candice Brown",7,9,"IN",3,"Red Onion, Cambozola and Walnut Palmiers and Mushroom, Streaky Bacon, and Parmesan Palmiers","Chocolate Praline Fondant Fancies and Cherry Bakewell Fondant Fancies",31,"PE teacher","Barton-Le-Clay, Bedfordshire"
"Candice Brown",7,10,"WINNER",2,"Queen Victoria's Mango and Strawberry Crown","Picnic for Pearly Kings and Queens",31,"PE teacher","Barton-Le-Clay, Bedfordshire"
"Jane Beedle",7,1,"STAR BAKER",7,"Lemon and Poppy Seed Drizzle Cake","Chocolate Orange Mirror Cake",61,"Garden designer","Beckenham"
"Jane Beedle",7,2,"IN",2,"Flower Pot Iced Biscuits","Hastings Old Town Fishing Net Shops and Boat",61,"Garden designer","Beckenham"
"Jane Beedle",7,3,"IN",9,"Chocolate and Cranberry Couronne","Chorizo and Chilli Flower with Parmesan and Pesto Centre",61,"Garden designer","Beckenham"
"Jane Beedle",7,4,"IN",3,"Meat and Two Veg Yorkshires","Pistachio and White Chocolate Churros",61,"Garden designer","Beckenham"
"Jane Beedle",7,5,"IN",1,"Orange Pain au Raisins, Raspberry, Chocolate and Almond Danish","Roquefort, Fig and Walnut Parcels and Cherry and Chocolate Cones",61,"Garden designer","Beckenham"
"Jane Beedle",7,6,"IN",4,"Lime and Coconut Meringue Pie","Three Tier Orange Cake with a Floral Chocolate Collar",61,"Garden designer","Beckenham"
"Jane Beedle",7,7,"IN",4,"Chocolate and Hazelnut Roulade","Chocolate, Coffee, and Vanilla Joconde Cakes and Blackcurrant and Vanilla Ombre Mousses",61,"Garden designer","Beckenham"
"Jane Beedle",7,8,"IN",5,"Tudor Rose Pies","Swans",61,"Garden designer","Beckenham"
"Jane Beedle",7,9,"IN",1,"Pesto and Sundried Tomato Palmiers and Goats Cheese, Olive and Parma Ham Palmiers","Pistachio and Raspberry Fondant Fancies and Lemon Curd Surprise Fondant Fancies",61,"Garden designer","Beckenham"
"Jane Beedle",7,10,"Runner-up",3,"Red, White and Blue Meringue Crown","Family Favourites Feast",61,"Garden designer","Beckenham"
"Kate Barmby",7,1,"IN",4,"Berry Best Apple and Bramble Drizzle Cake","One Swallow Does Not Make A Summer Cake",37,"Nurse","Brooke, Norfolk"
"Kate Barmby",7,2,"IN",1,"""A Biscuit for the Broads""","""I Promise I will do my best""",37,"Nurse","Brooke, Norfolk"
"Kate Barmby",7,3,"IN",8,"Cobbled Loaf","The Corn Maiden",37,"Nurse","Brooke, Norfolk"
"Kate Barmby",7,4,"OUT",7,"Christmas Dinner Compromise","Hot Cross Bunny Churros",37,"Nurse","Brooke, Norfolk"
"Lee Banfield",7,1,"OUT",11,"St. Clements Orange and Lemon Drizzle Cake","Strawberry Surprise Mirror Cake",67,"Pastor","Bolton"
"Louise Williams",7,1,"IN",9,"Orange Liqueur and Lemonade Drizzle Cake","White Chocolate Trifle Mirror Glaze Cake",46,"Hairdresser","Cardiff"
"Louise Williams",7,2,"OUT",10,"Baa Bara Brith Biscuits","Gingerbread Wedding",46,"Hairdresser","Cardiff"
"Michael Georgiou",7,1,"IN",3,"Lime, Ginger and Honey Drizzle Cake","Matcha Tea Chocolate Mirror Glaze",20,"Student","Durham"
"Michael Georgiou",7,2,"IN",9,"Malt, Chocolate and Orange Iced ""Beer"" Biscuits","Trip to See Santa in Lapland",20,"Student","Durham"
"Michael Georgiou",7,3,"OUT",7,"Chocolate and Chilli Swirl Plait","Cypriot Dove and Olive Branch Plaited Loaf with Houmous",20,"Student","Durham"
"Rav Bansal",7,1,"IN",8,"Ginger Spice Yuzu Drizzle Cake","Colombian Mocha Mirror Glaze Cake",28,"Student support","Erith"
"Rav Bansal",7,2,"IN",6,"Union Jack Bunting Biscuits","Gingerbread Christmas Fairground",28,"Student support","Erith"
"Rav Bansal",7,3,"IN",10,"Chocolate, Cardamom and Hazelnut Loaf","Three Tier Diwali Bread Centrepiece",28,"Student support","Erith"
"Rav Bansal",7,4,"IN",9,"Thai Tofu Panang Yorkshires","Three Dip Matcha Pistachio Churros",28,"Student support","Erith"
"Rav Bansal",7,5,"IN",8,"Cinnamon Swirls and Pecan, Walnut and Maple Plaits","Chinese Style Prawn Filo Tartlets and Spiced White Chocolate and Hazelnut Samosas",28,"Student support","Erith"
"Rav Bansal",7,6,"OUT",3,"Mandarin Margarita Meringue Pie","Blossom Cake",28,"Student support","Erith"
"Selasi Gbormittah",7,1,"IN",1,"Citrus and Spice Drizzle Cake","Raspberry, Sloe and White Chocolate Mirror Glaze Cake",30,"Client service associate","London"
"Selasi Gbormittah",7,2,"IN",11,"""Wheelie Hot Iced Biscuits""","Stained Glass Window Gingerbread Church",30,"Client service associate","London"
"Selasi Gbormittah",7,3,"IN",5,"Chocolate, Orange and Cinnamon Bread","Bedouin Escape Tear and Share Bread",30,"Client service associate","London"
"Selasi Gbormittah",7,4,"IN",8,"Perfect Sunday Roast Accompaniment","Lemon and Anise Churros",30,"Client service associate","London"
"Selasi Gbormittah",7,5,"IN",3,"Rhubarb, Mango and Ginger Plait, and Pineapple and Coconut Pinwheels","Parma Ham, Asparagus and Cheese Filo Cigars and Coffee Cream Filo Cups",30,"Client service associate","London"
"Selasi Gbormittah",7,6,"IN",7,"Grapefruit, Orange and Mint Meringue Pie","Three Tiered Ombré Floral Cake",30,"Client service associate","London"
"Selasi Gbormittah",7,7,"IN",6,"Summer Picnic Roulade","Lemon, Strawberry and Passionfruit and Chocolate and Mint Mini Mousse Cakes",30,"Client service associate","London"
"Selasi Gbormittah",7,8,"IN",3,"Bouquet of Flowers","Fruity Tudor Marchpane",30,"Client service associate","London"
"Selasi Gbormittah",7,9,"OUT",4,"Sundried Tomato, Onion, Peppers and Parmesan Palmiers and Salmon, Spinach and Mushroom Palmiers","Lime and Ginger Fondant Fancies and Pink Velvet and Raspberry Prosecco Fondant Fancies",30,"Client service associate","London"
"Tom Gilliford",7,1,"IN",2,"G&T Drizzle Cake","Black Forest Broken Mirror",26,"Project engagement manager","Rochdale"
"Tom Gilliford",7,2,"IN",7,"Chai Frappelatteccino Biscuits","Tom and Pod's Near Death Experience",26,"Project engagement manager","Rochdale"
